,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
14379,mariah carey,emotions,1,0cELvuwJW1acISUHYB6suj,0.491,0.957,11,-3.67,1,0.096,0.00853,0.000879,0.371,0.635,158.067,223733,4
14380,roxette,joyride,1,4wj8ppW6nJ5hYlgfeJNBn2,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,353787,4
14381,karyn white,romantic,1,1eDCizNe4EQMj7okkjIeXo,0.449,0.907,4,-3.41,1,0.0355,0.0107,0.0,0.272,0.815,128.913,209173,4
14382,tara kemp,hold you tight,1,0otWaD7P1jqYsb0qSHNo6J,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,201400,4
14383,mariah carey,i don't wanna cry,1,1hFtJ5rV3aAm58ErijHdFO,0.524,0.886,9,-9.154,1,0.0385,0.00566,0.00182,0.331,0.511,132.446,235733,4
14384,wilson phillips,you're in love,1,5KNbCF0FpIWuPE8x6bhGgw,0.295,0.68,1,-6.126,0,0.0445,0.0197,2.5e-05,0.125,0.338,156.517,260680,4
14385,amy grant,every heartbeat,1,55lX3vm1G35mUpawXHK5Te,0.493,0.928,2,-9.755,1,0.101,0.0353,1.29e-06,0.496,0.386,113.109,285015,4
14386,ralph tresvant,sensitivity,1,3lRgzwd3g1TewI4zjgbh9V,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611,223533,4
14387,cathy dennis,touch me (all night long),1,1XF7umKqStpKnL2d2YZ53V,0.493,0.866,0,-5.665,1,0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,271520,4
14388,londonbeat,i've been thinking about you,1,4g2jnlE9354lfHuBKDUnWN,0.479,0.822,4,-6.412,0,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,255720,4
14389,natural selection,do anything,1,5nNwxsg6vS3pKcLNcAvRWP,0.328,0.938,9,-7.241,1,0.083,0.0165,0.0016,0.0835,0.762,171.707,249133,4
14390,r.e.m.,losing my religion,1,31AOj9sFz2gM0O3hMARRBx,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,4
14391,gloria estefan,coming out of the dark,1,5x9MJycRilBm2SNavzt9yF,0.619,0.751,7,-11.568,0,0.0417,0.0113,7.87e-05,0.123,0.532,126.079,265333,4
14392,lenny kravitz,it ain't over 'til it's over,1,6VnpKLtfNH4Dk09YSGPSyR,0.562,0.991,7,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560,4
14393,c+c music factory,here we go,1,7Aw400xYfxX0tDLC4dV7CI,0.468,0.743,0,-10.846,1,0.0325,0.00819,8.34e-05,0.369,0.651,156.099,241800,4
14394,celine dion,where does my heart beat now,1,0S7Vv5am0xbAXgJ2RFQR8S,0.606,0.879,0,-5.203,1,0.0358,0.0101,0.000709,0.363,0.404,115.072,281667,4
14395,dj jazzy jeff & the fresh prince,summertime,1,20XdEFyaUR9C7aDIdq2OAd,0.509,0.935,6,-3.633,1,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200,4
14396,scorpions,wind of change,1,3ovjw5HZZv43SxTwApooCM,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.449,94.542,194987,4
14397,rythm syndicate,p.a.s.s.i.o.n.,1,2vcc9o4V76K6eyRQ5KPf1e,0.537,0.9,9,-11.88,1,0.0301,0.00575,0.000156,0.2,0.549,132.742,222467,4
14398,paula abdul,the promise of a new day,1,5m8xVZhlM7E2mL9uuxZpF6,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
14399,whitney houston,i'm your baby tonight,1,3SmPl0CGxvvkQCrTv7edEE,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4
14400,firehouse,love of a lifetime,1,2kDH08boXJyhKMl5hnZbrE,0.372,0.857,5,-7.816,0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,312400,4
14401,roxette,fading like a flower (every time you leave),1,7qSd3WHSPUtmt6c36pwJaY,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120,4
14402,tracie spencer,this house,1,10JIQ4VbdRMlqvSJGvi7El,0.542,0.839,3,-4.404,0,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,273013,4
14403,extreme,hole hearted,1,1cItNpcJskTVETprljc7HV,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,4
14404,luther vandross,power of love/love power,1,6ep87j7rt6j8Fok55N9NOs,0.547,0.454,7,-12.571,0,0.0251,0.0761,0.0015,0.145,0.308,148.064,258787,4
14405,wilson phillips,impulsive,1,2lxfnTyWxW381PXDm9Mg77,0.466,0.922,0,-7.847,0,0.157,0.0871,0.000838,0.69,0.201,91.122,318200,4
14406,michael bolton,love is a wonderful thing,1,2LCIRBYUBMFy9hL81qthi1,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4
14407,rod stewart,rhythm of my heart,1,6pceknxOgA22HKs99yPEm1,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,235360,4
14408,c+c music factory,things that make you go hmmm...,1,4QWU4b9viti7aUefIHrccZ,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,344613,4
14409,divinyls,i touch myself,1,6oNvmplQGUkmAh441Teows,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
14410,dna,tom's diner,1,4QtScYyh6Yxio27udYPhh0,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
14411,another bad creation,iesha,1,2qAqxEV45AAAN60GtFhvW7,0.523,0.832,4,-7.364,0,0.0508,0.00783,0.0,0.201,0.507,125.32,231707,4
14412,bonnie raitt,something to talk about,1,6Ceejf3zBXvAhIY9DbP1Pr,0.571,0.727,8,-6.358,1,0.0716,0.196,3.97e-05,0.21,0.321,126.581,240893,4
14413,nelson,after the rain,1,4uzHO1Pyf908WkSXehXAjv,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,4
14414,corina,temptation,1,6WCJyL4KetAqEZYhRq5S3f,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4
14415,bryan adams,can't stop this thing we started,1,6O83X8zjAETDfBkHYvpWcA,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,197160,4
14416,hi-five,i can't wait another minute,1,1CeGBbkJeKPojRmlo2gIwq,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4
14417,the klf,3 a.m. eternal,1,6Plvc2Me6ZjQuwfr2x0xYQ,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
14418,michael bolton,"time, love and tenderness",1,3efqNhyZjnIX2Pnu4Jx8dq,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
14419,enigma,sadeness (part i),1,3exCa2VExkXc27C3SDGUVG,0.476,0.528,4,-8.216,1,0.0299,0.174,0.0,0.193,0.349,77.253,209907,4
14420,ll cool j,around the way girl,1,6jL1SnyXcXiKOmw4M2RnmT,0.482,0.211,3,-14.518,1,0.0318,0.803,1.36e-05,0.154,0.158,116.902,211000,4
14421,prince and the new power generation,cream,1,4QnjK45IBBZRVRWTEeZ3T8,0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.126,268293,4
14422,heavy d & the boyz,now that we found love,1,1KONmY3enP3r3nIPQidWAy,0.186,0.457,10,-15.055,1,0.035,0.842,0.598,0.361,0.657,190.969,182857,3
14423,rick astley,cry for help,1,5LLKFjJ5j6SeaUv7xRHew1,0.636,0.181,7,-19.637,1,0.0288,0.784,0.0211,0.0706,0.441,137.727,251400,4
14424,cathy dennis,too many walls,1,3lQrGsSzg5C38sqsza5C3E,0.553,0.614,1,-5.098,1,0.0306,0.764,0.0,0.0811,0.345,136.628,242679,4
14425,seal,crazy,1,6Vz7vzOpCwKeSQlfViibuY,0.587,0.237,0,-18.466,1,0.0272,0.0766,0.0,0.139,0.366,84.764,211933,4
14426,keith sweat,i'll give all my love to you,1,4L9VA69sfZKK5HAs5zP22I,0.445,0.554,3,-7.793,0,0.0315,0.231,0.0,0.0685,0.229,162.081,285666,4
14427,michael w. smith,place in this world,1,0PKTBeN87JYJ1mRzrq5Aog,0.677,0.509,5,-7.472,1,0.0252,0.114,0.0134,0.0659,0.525,93.042,275987,4
14428,poison,something to believe in,1,7pUYjnFTXMs0mFWsE9epqV,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,328093,4
14429,chris isaak,wicked game,1,7w5AOd6HrDIHewHfpABEss,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,258333,4
14430,oleta adams,get here,1,1KT3ndndHOGXePgC4o0Jq9,0.43,0.0951,7,-19.725,1,0.0716,0.994,0.897,0.171,0.233,77.505,319787,4
14431,queensrÿche,silent lucidity,1,6OSyCAmXT4Gkd3OQ2aPOaF,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,256173,4
14432,jesus jones,real real real,1,5gbPzqSC9MFfkeM3L06Imy,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,206360,4
14433,cathy dennis,just another dream,1,4AdgGvKgBh1W8Pl7afz4TE,0.572,0.721,5,-8.959,1,0.0402,0.187,7.41e-06,0.216,0.844,164.252,267000,4
14434,black box,strike it up,1,742hY2twqAjwNYnKkQdilj,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4
14435,gerardo,rico suave,1,6FfdQJ9HJcJAvsPVIyoGZ5,0.638,0.352,10,-9.266,1,0.0268,0.492,0.0,0.105,0.204,94.173,204000,3
14436,inxs,disappear,1,02mQcDoU5cn15U6tqZmL4e,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,193120,4
14437,deee-lite,groove is in the heart,1,2He3NOyqtLNE3RQPpeDdSb,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4
14438,chesney hawkes,the one and only,1,5o5U2r5F3ojvkhLSqRbY1Y,0.538,0.432,2,-11.882,1,0.0295,0.000185,0.309,0.139,0.116,110.181,295520,4
14439,naughty by nature,o.p.p.,1,1k28sDTLOz942qa3wEtMQE,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,265773,4
14440,george michael,freedom! '90,1,1wZ7o1mZysv1l26ZWawVfW,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,252493,4
14441,warrant,i saw red,1,5x9Sejt0EDbvi42tMrG8Bs,0.534,0.647,6,-5.556,1,0.0332,0.161,1.13e-05,0.372,0.286,140.168,260160,4
14442,winger,miles away,1,6Hp98J9Z9hRE100nivqg86,0.599,0.922,7,-4.887,1,0.0739,0.025,5.82e-05,0.356,0.514,140.098,270533,4
14443,salt-n-pepa,do you want me,1,2iXqaccRqW6vqvqqBgOuug,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4
14444,rod stewart,the motown song,1,6SxbEd5bMcRwgYwlBJ3aT0,0.574,0.93,1,-2.949,1,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,228067,4
14445,r.e.m.,shiny happy people,1,1v2zyAJrChw5JnfafSkwkJ,0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,224933,4
14446,boyz ii men,end of the road,1,3l3xTXsUXeWlkPqzMs7mPD,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000,4
14447,sir mix-a-lot,baby got back,1,1SAkL1mYNJlaqnBQxVZrRl,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4
14448,vanessa williams,save the best for last,1,7okbmgA8lRBGl5limZ7LFM,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4
14449,tlc,baby-baby-baby,1,1zTuB57LYZa7xu7KUH8kF0,0.653,0.738,4,-10.057,1,0.0285,0.397,0.0,0.0931,0.932,109.322,192960,4
14450,eric clapton,tears in heaven,1,1kgdslQYmeTR4thk9whoRw,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,287000,4
14451,en vogue,my lovin' (you're never gonna get it),1,3R97rNX7JnmshCWBwOSFet,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627,4
14452,red hot chili peppers,under the bridge,1,3d9DChrdc6BOeFsbrZ3Is0,0.303,0.648,1,-11.101,0,0.0347,0.00226,1.49e-05,0.112,0.305,180.898,229960,4
14453,color me badd,all 4 love,1,4XmsMIMjvDIFEjeY3ycMzW,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640,4
14454,jon secada,just another day,1,5AoBNJQDXXEnIJGjJjZu3y,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
14455,shanice,i love your smile,1,69mFxANpGyq9s69LqH3d9G,0.319,0.661,0,-8.548,1,0.0334,0.0389,0.0039,0.886,0.325,106.189,826813,4
14456,mr. big,to be with you,1,3bP47tw8MOgtrwdO1iahVl,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
14457,right said fred,i'm too sexy,1,1MQrMQwfqjgOjXEUaN9AMd,0.377,0.778,4,-6.658,1,0.0827,0.453,0.0,0.571,0.218,117.238,289373,4
14458,michael jackson,black or white,1,7EsjkelQuoUlJXEw7SeVV4,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
14459,billy ray cyrus,achy breaky heart,1,2EoIt9vdgFRNW03u5IvFsQ,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
14460,guns n' roses,november rain,1,3YRCqOhFifThpSRFJ1VWFM,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,266013,4
14461,tom cochrane,life is a highway,1,0hKF8N8aflF1uDzEEnPr2j,0.423,0.834,9,-5.498,0,0.037,0.0129,0.00113,0.164,0.606,113.876,501213,4
14462,michael jackson,remember the time,1,4jnFqNWeJCeCRHc4HCdxfd,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,508333,4
14463,cece peniston,finally,1,4ittLrABpdawPHaAstBMHw,0.533,0.964,2,-4.816,1,0.0706,0.000861,0.0169,0.233,0.36,110.959,289972,4
14464,madonna,this used to be my playground,1,637V2ymBt4Ljlbz4EmRys8,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768,4
14465,patty smyth and don henley,sometimes love just ain't enough,1,3ICxInnTCKq1gWqIjTUeGq,0.367,0.445,9,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,287400,4
14466,mariah carey,can't let go,1,0ikbcCJIJaY9sKEivAXJ4I,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,256933,4
14467,house of pain,jump around,1,6JymsaWDHk2Yj4e0yNBIFH,0.607,0.86,7,-8.994,1,0.0335,0.000354,0.0232,0.263,0.34,99.072,205467,4
14468,prince and the new power generation,diamonds and pearls,1,40rVLjYfsdHCANX7oUGCsF,0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,4
14469,celine dion,if you asked me to,1,6vubJBI43jIr557lvNbzlH,0.397,0.776,5,-6.339,1,0.0381,0.0983,4.09e-06,0.189,0.127,76.301,239667,4
14470,en vogue,giving him something he can feel,1,4htbAEZWr53J08x3dUv00W,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,237467,4
14471,joe public,live and learn,1,4eoli5b55cvAkvwP4tB1TF,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,284496,4
14472,jodeci,come and talk to me,1,5xE7sFTlv2yrG9mmhDSpdq,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,236640,4
14473,nirvana,smells like teen spirit,1,5ghIJDpPoe3CfHMGu71E6T,0.722,0.54,0,-14.025,1,0.0303,0.028,0.00319,0.133,0.608,131.676,322897,4
14474,bobby brown,humpin' around,1,36tOpYpo1omPwIab8ebEkW,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,308667,4
14475,sophie b. hawkins,damn i wish i was your lover,1,7kmfQ2QHwGqRCxVHDv5mzo,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,354640,4
14476,tevin campbell,tell me what you want me to do,1,0IhHkW1fnUSMEcLSHmKhrJ,0.568,0.939,7,-7.127,1,0.0466,0.00267,0.0464,0.0863,0.498,145.999,194840,4
14477,tlc,ain't 2 proud 2 beg,1,5kVSEpbyuLIVuPM1i2KivC,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,247307,4
14478,boyz ii men,it's so hard to say goodbye to yesterday,1,264JdkdtNRAGL4M4PnDYHC,0.491,0.957,11,-3.67,1,0.096,0.00853,0.000879,0.371,0.635,158.067,223733,4
14479,technotronic,move this,1,61yR1Riz9Z6V87ngBrG4Sq,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,353787,4
14480,arrested development,tennessee,1,1aaoIHFT9UqhlaEwLAhh00,0.449,0.907,4,-3.41,1,0.0355,0.0107,0.0,0.272,0.815,128.913,209173,4
14481,luther vandross and janet jackson,the best things in life are free,1,1l6K4pbkJnkz0bAsDclPzp,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,201400,4
14482,mariah carey,make it happen,1,2GH11CRnVuoRcgezj9jF9b,0.524,0.886,9,-9.154,1,0.0385,0.00566,0.00182,0.331,0.511,132.446,235733,4
14483,elton john,the one,1,2stzPKoUdtHcA4LlEu2ayw,0.295,0.68,1,-6.126,0,0.0445,0.0197,2.5e-05,0.125,0.338,156.517,260680,4
14484,p.m. dawn,set adrift on memory bliss,1,1n00Xu0vbe6jUaR3df4hqX,0.493,0.928,2,-9.755,1,0.101,0.0353,1.29e-06,0.496,0.386,113.109,285015,4
14485,hammer,2 legit 2 quit,1,4ZnKSrukEcPuMxGrcZEEh1,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611,223533,4
14486,mint condition,breakin' my heart (pretty brown eyes),1,18sytW2s53Of6NVudQyUlH,0.493,0.866,0,-5.665,1,0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,271520,4
14487,the cover girls,wishing on a star,1,7EE5va6hu88TSdtbXrEl0J,0.479,0.822,4,-6.412,0,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,255720,4
14488,hi-five,she's playing hard to get,1,3xRbymJj98leHL7K8Y94WS,0.328,0.938,9,-7.241,1,0.083,0.0165,0.0016,0.0835,0.762,171.707,249133,4
14489,p.m. dawn,i'd die without you,1,649jZznllnI5F2rMq8nA2L,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,4
14490,amy grant,good for me,1,2GwDKcTJlvoRDaJXkA7ULJ,0.619,0.751,7,-11.568,0,0.0417,0.0113,7.87e-05,0.123,0.532,126.079,265333,4
14491,toad the wet sprocket,all i want,1,2GHYJ0dhVds3PODKnTdiGE,0.562,0.991,7,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560,4
14492,genesis,i can't dance,1,5VwQYHpyQPhiToPKWJaHiO,0.468,0.743,0,-10.846,1,0.0325,0.00819,8.34e-05,0.369,0.651,156.099,241800,4
14493,richard marx,hazard,1,1ntKYuqLlmV3sTZoNyeHhM,0.606,0.879,0,-5.203,1,0.0358,0.0101,0.000709,0.363,0.404,115.072,281667,4
14494,u2,mysterious ways,1,50JK22El2PTIzZBU2liLDI,0.509,0.935,6,-3.633,1,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200,4
14495,george michael,too funky,1,4KjPPpRbthW8dSNdisR2Wi,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.449,94.542,194987,4
14496,the heights,how do you talk to an angel,1,2QVHmiFTjFsHyxONRdbkcq,0.537,0.9,9,-11.88,1,0.0301,0.00575,0.000156,0.2,0.549,132.742,222467,4
14497,cece peniston,keep on walkin',1,5Rg4i5SEzUXAiztaIwG3Qd,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
14498,genesis,hold on my heart,1,0qbhFj4bVrguIZViOJOs36,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4
14499,karyn white,the way i feel about you,1,5LLRxnEQAbnQNzLK0mAC2R,0.372,0.857,5,-7.816,0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,312400,4
14500,celine dion and peabo bryson,beauty and the beast,1,7B3UAPLYAbwXVgbHSKEaTw,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120,4
14501,kris kross,warm it up,1,4Gv46S98aguDKuKTrbRBus,0.542,0.839,3,-4.404,0,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,273013,4
14502,michael jackson,in the closet,1,5Fy40smNxk0j5OpFMtvfaU,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,4
14503,arrested development,people everyday,1,6JvodgYcsthsORxPsEYUoe,0.547,0.454,7,-12.571,0,0.0251,0.0761,0.0015,0.145,0.308,148.064,258787,4
14504,genesis,no son of mine,1,6YsCavQbx3YITYsnIKvF3j,0.466,0.922,0,-7.847,0,0.157,0.0871,0.000838,0.69,0.201,91.122,318200,4
14505,marky mark and the funky bunch,wildside,1,2U25Ne3teRZLF1wsRnjcfW,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4
14506,bryan adams,do i have to say the words?,1,2jstyP5wqWuPfH8GCRUrwr,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,235360,4
14507,the cure,friday i'm in love,1,263aNAQCeFSWipk896byo6,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,344613,4
14508,ugly kid joe,everything about you,1,3YgkTpILtOWngT7PVHg8kO,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
14509,paula abdul,blowing kisses in the wind,1,1uhsVQi7IADIxZXN1xJnk5,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
14510,bryan adams,thought i'd died and gone to heaven,1,68Qv4S2uJ0nLvdtWPrlOVt,0.523,0.832,4,-7.364,0,0.0508,0.00783,0.0,0.201,0.507,125.32,231707,4
14511,snap!,rhythm is a dancer,1,5mFQCdbvuzVATC7tP7XsPp,0.571,0.727,8,-6.358,1,0.0716,0.196,3.97e-05,0.21,0.321,126.581,240893,4
14512,hammer,addams groove,1,46jqxETXUwgLRsoMGuwFLa,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,4
14513,michael bolton,missing you now,1,7ho5FKdNqmmbCpXYcyDH8c,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4
14514,n2deep,back to the hotel,1,47ukoPgAExwBp64F2gQlv2,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,197160,4
14515,kathy troccoli,everything changes,1,7rJXvz9zXQr9YYdYzeXe7U,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4
14516,def leppard,have you ever needed someone so bad,1,0nf9RjoFTcOzTIXtmzhRuH,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
14517,richard marx,take this heart,1,7BJmdTL1vefkcA2weu0AMt,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
14518,firehouse,when i look into your eyes,1,1yJWqYYDQge60nZKdLyiZU,0.476,0.528,4,-8.216,1,0.0299,0.174,0.0,0.193,0.349,77.253,209907,4
14519,jade,i wanna love you,1,2BDRHFw5170t2kRHD3uEMU,0.482,0.211,3,-14.518,1,0.0318,0.803,1.36e-05,0.154,0.158,116.902,211000,4
14520,boyz ii men,uhh ahh,1,0MrD47wtvAu6igsy8vqUzN,0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.126,268293,4
14521,the klf,justified and ancient,1,7E81YAfHOaSlnevLjKMghT,0.186,0.457,10,-15.055,1,0.035,0.842,0.598,0.361,0.657,190.969,182857,3
14522,color me badd,slow motion,1,03GzYByXsXHcoEAxjsWv9G,0.636,0.181,7,-19.637,1,0.0288,0.784,0.0211,0.0706,0.441,137.727,251400,4
14523,tlc,what about your friends,1,63PIgPkDf3rswlU4ZWCYAM,0.553,0.614,1,-5.098,1,0.0306,0.764,0.0,0.0811,0.345,136.628,242679,4
14524,color me badd,thinkin' back,1,5OI4XbIHmAGDNnmP01sD82,0.587,0.237,0,-18.466,1,0.0272,0.0766,0.0,0.139,0.366,84.764,211933,4
14525,amy grant,that's what love is for,1,367dmPOxuMP8FsrZHenNnq,0.445,0.554,3,-7.793,0,0.0315,0.231,0.0,0.0685,0.229,162.081,285666,4
14526,richard marx,keep coming back,1,0GMFC1osUTm2qKycgHdwWD,0.677,0.509,5,-7.472,1,0.0252,0.114,0.0134,0.0659,0.525,93.042,275987,4
14527,en vogue,free your mind,1,2vG1yrWSMiL6egg6w4e9ma,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,328093,4
14528,keith sweat,keep it comin',1,5DcIkTnThkzh1fTnF6juFx,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,258333,4
14529,mr. big,just take my heart,1,2hngAqZosbB3oYHYzsbtM9,0.43,0.0951,7,-19.725,1,0.0716,0.994,0.897,0.171,0.233,77.505,319787,4
14530,amy grant,i will remember you,1,6y5ESAdRSHBw8IVKbZRVNw,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,256173,4
14531,cece peniston,we got a love thang,1,1Z1BvDuDYOaQaQtoeCDSuA,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,206360,4
14532,def leppard,let's get rocked,1,0LoH6lFQLNscy3RyljAewK,0.572,0.721,5,-8.959,1,0.0402,0.187,7.41e-06,0.216,0.844,164.252,267000,4
14533,das efx,they want efx,1,3HCzj965m8Fz2E8wZkir6q,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4
14534,bonnie raitt,i can't make you love me,1,0belKPXzJPKSQKqCi7IoRu,0.638,0.352,10,-9.266,1,0.0268,0.492,0.0,0.105,0.204,94.173,204000,3
