,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
361,kylie minogue,a lifetime to repair - edit,0,4I80ZHwA93Fb2s33DV2puQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4
362,naya,coming back to you,0,5RjJhJLYX9Zt7jWJEjhcSr,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
363,wild youth,can't move on,0,0CAInu1o04upMwcTNyk1IW,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
364,tim halperin,dance,0,6zI2552bl6y6dDWXbj64qX,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4
365,keane,everybody's changing,0,5hkdfA87RZvNaxl6XiveOA,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4
366,blossoms,how long will this last? - single mix,0,0TeRQdoBuzG0S21QM5tHaX,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
367,franc moody,make you smile,0,2sIzrpGUiuNvOf3SC1v0Vq,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
368,amy macdonald,woman of the world,0,01j90vj9sCdDqXgDI0AvX1,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040,4
369,sophie ellis-bextor,love is you,0,2rZCEshgpUSYaNYb8JbBj1,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
370,tom odell,if you wanna love somebody - single version,0,4BE33oAYgmnefZGo5pbUaJ,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4
371,tim atlas,sidestep,0,2ngRZDAluwYoJeuqEA4dhK,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4
372,nile rodgers,do you wanna party,0,1L73UeytIAF3mkd8DA1hZt,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247267,3
373,drake,can’t take a joke,0,1dUHF4RyMmMTveJ0Rby6Xm,0.83,0.495,6,-6.939,1,0.052,0.0984,0.0,0.0906,0.633,127.965,185282,4
374,b wise,the code,0,1QrhvzAv9elzvZnoDmNg1x,0.695,0.884,0,-6.279,1,0.131,0.117,0.0,0.104,0.854,74.992,243487,4
375,luis miguel,el día que me quieras,0,3NKIbFFAioTfznWbnjAMXX,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
376,lupita d'alessio,inocente pobre amiga,0,4LMjkpzj8r4RLXKc3adcYV,0.812,0.748,5,-5.959,0,0.139,0.00397,0.0,0.174,0.158,132.035,162733,4
377,julio iglesias,de niña a mujer,0,2YhVvYKpwAFM01pCAn0rTW,0.659,0.734,10,-4.008,1,0.046,0.0526,2.48e-06,0.242,0.346,161.971,157461,4
378,vikki carr,"grande, grande, grande",0,0inxxhrIfCBtDXaBXT2tOe,0.716,0.766,9,-4.133,1,0.173,0.219,0.0,0.244,0.739,160.1,170998,4
379,raphael,escándalo,0,3xbymP6jIcdN0O2PB420bz,0.723,0.687,11,-4.632,0,0.2,0.0255,0.000207,0.124,0.777,173.75,188440,4
380,sandro,porque yo te amo,0,2KuP2WnaXV7hiHn9KLq27E,0.928,0.402,8,-7.569,0,0.452,0.0261,0.0,0.0804,0.62,139.998,253714,4
381,julio jaramillo,nuestro juramento,0,4F6Ne3xyctrytvYm9W68ll,0.736,0.905,4,-1.49,0,0.0567,0.0749,0.000117,0.12,0.611,93.013,185744,4
382,juan luis guerra 4.40,si tu no bailas conmigo,0,1Cbw6WMknPdct4PeOuUzJH,0.777,0.546,7,-9.504,1,0.207,0.425,0.0,0.0809,0.952,147.173,208800,4
383,violeta parra,volver a los diecisiete,0,07sQmRWXTtQPfT1MCJ1U14,0.84,0.789,1,-4.695,0,0.0949,0.102,0.0,0.309,0.619,92.018,211438,4
384,josé luis rodríguez,dueño de nada,0,1yYrWdoONx6UyXLH0A3QMW,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,202853,4
385,vicente fernández,mujeres divinas,0,2PxGGRmj5yunYdNF2Ud2vm,0.825,0.481,2,-8.6,1,0.0396,0.0797,0.0,0.239,0.761,121.046,198387,4
386,natalie cole,bachata rosa,0,1PInEvZvokYosoMXjlj1tt,0.682,0.751,8,-5.812,0,0.0675,0.235,0.0,0.11,0.708,129.937,224413,4
387,carlos vives,alicia adorada,0,7m9fnG7rTMGBPY2EKhK4CL,0.703,0.617,7,-8.732,1,0.0731,0.108,5.61e-05,0.271,0.435,123.159,133120,4
388,luis miguel,por debajo de la mesa,0,1livAifXh1DMv25kTfFFHR,0.493,0.825,8,-4.056,1,0.0798,0.0079,0.0,0.129,0.621,99.866,215004,4
389,camilo sesto,vivir así es morir de amor,0,3yzHIAzk3zVE1WgspS8W21,0.704,0.771,2,-4.713,1,0.0495,0.0086,0.0,0.108,0.416,120.002,161093,4
390,josé luis rodríguez,procuro olvidarte,0,0IhCSUfs0uwWL3gdbp4MrL,0.494,0.729,2,-4.934,1,0.161,0.133,0.0,0.143,0.421,78.833,204453,4
391,roberto carlos,detalles (detalhes),0,4tAwP9QKeLEQJ2fgd1RWcY,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
392,luis miguel,la media vuelta,0,1lKI9y1DL6QnYTZguVmACX,0.631,0.771,1,-5.78,1,0.0517,0.628,3.65e-05,0.0946,0.466,100.931,202574,4
393,silvio rodríguez,la maza,0,2a1x7Ln27cNtsgtL26mdwi,0.853,0.715,7,-6.177,1,0.0762,0.565,0.0106,0.0716,0.844,92.377,167823,4
394,omara portuondo,¿dónde estabas tú?,0,3EUxtYagZRbXB7is7UjSg7,0.8,0.837,7,-4.488,1,0.0991,0.0652,4.74e-05,0.0699,0.813,105.026,241136,4
395,rocío dúrcal,amor eterno,0,2TC4v9YiuQYk3Tk8RH7fV4,0.723,0.791,2,-4.863,0,0.055,0.122,6.98e-05,0.211,0.484,110.043,193933,4
396,armando manzanero,no sé tú,0,1dfQx6kWTVwEqR0Caikbrv,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,4
397,julio iglesias,me olvide de vivir,0,0kVOor973ijVqOBhYqvaE8,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
398,isabel parra,con los pies sobre la tierra,0,047xrMTkNMLHqpz9IPqYZR,0.585,0.977,1,-3.57,1,0.0615,0.622,0.0,0.328,0.801,138.264,232880,4
399,josé luis perales,me llamas,0,0WFatRyMXS4JVP9jSfO1Fe,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,203173,4
400,celia cruz,"quizas, quizas, quizas,",0,7FES7rrRiopj1YLqIUyyGO,0.542,0.714,2,-8.045,1,0.028,0.00487,0.298,0.334,0.76,124.26,212893,4
401,julio jaramillo,reminiscencias,0,0D337qdSUzMPXmrW20Mn5L,0.748,0.835,7,-5.731,1,0.0351,0.0854,1.97e-06,0.0365,0.896,142.942,212000,4
402,luis miguel,jurame,0,1xBg37ECDzty1i0UKPj9qa,0.565,0.778,1,-7.07,1,0.0586,0.426,0.0135,0.263,0.815,105.807,287893,4
403,josé josé,el amar y el querer,0,7wUt1v2ddVqPayC8EKDp5P,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,301427,3
404,javier solís,sombras - versión trío,0,5XvhkNqprUww9RHa4XjSd2,0.573,0.426,0,-14.448,1,0.0349,0.602,0.0,0.393,0.724,98.719,186707,4
405,armando manzanero,nada personal,0,3XtPN9Var7rerjAzLsCAHt,0.57,0.301,7,-13.846,1,0.0518,0.908,0.574,0.123,0.431,118.337,193800,4
406,pedro infante,fallaste corazon,0,6BIRIBJuEGLds1oAxvybLO,0.454,0.257,2,-7.446,1,0.0363,0.916,8.06e-05,0.208,0.464,80.43,195480,3
407,armando manzanero,contigo aprendí,0,1WpVNGu96nRoVeeUNthWkt,0.376,0.374,9,-11.923,1,0.0408,0.587,0.0,0.214,0.867,182.719,129400,4
408,juan gabriel,el noa noa,0,55LmsCprSozlCgM2XbmhhW,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,182067,4
409,luis miguel,solamente una vez,0,70BcjMGYixgH1GKkLS40Jr,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,4
410,juan gabriel,hasta que te conocí,0,6XLobzCdi98lFcxG3eGYNr,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
411,eydie gormé,cuando vuelva a tu lado,0,5j2tKp2lqR5a5V8ArWOEDe,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4
412,joan sebastian,me gustas,0,7jtbRKtXtGtsJOBMaBo72W,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4
413,celia cruz,"azucar, azucar",0,23aUOBa50xrh8pwjPEljNo,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467,4
414,luis miguel,contigo en la distancia,0,03oCjV73Utu9KpXrgcqoTJ,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,4
415,javier solís,media vuelta,0,4wK2gpBcEIdgZbcyfpbh4B,0.412,0.59,11,-12.277,1,0.0701,0.255,0.0325,0.177,0.653,85.824,208667,4
416,pedro infante,las mañanitas,0,4n3u4No9X1Vwqv7mZain9T,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
417,eydie gormé,noche de ronda,0,68wE8jzo7TjQVpuO0dovNR,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4
418,juan gabriel,querida,0,5ySxlyvySBhIEvoO2xx7uT,0.436,0.375,6,-13.856,1,0.0284,0.165,0.0,0.294,0.49,107.386,184880,4
419,joan sebastian,eso y mas,0,7HW5tUjaKxBUamSi7nnzPt,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4
420,ed sheeran,candle in the wind - 2018 version,0,73TXMz1i41sGfOuDg8gH4L,0.262,0.539,2,-10.264,1,0.0451,0.0919,0.00803,0.0889,0.436,87.197,388453,3
421,imagine dragons,blank space/stand by me - live from spotify london,0,3Dbgo1HE3DErIBNDIO4Hyd,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,4
422,aaron krause,every breath you take (feat. liza anne),0,5xvAGovFqj41SyAinwvwVV,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
423,megan davies,summertime sadness (acoustic cover) feat. keelan donovan,0,6TqDrmjUDqQo4JiF1apQnL,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4
424,twin bandit,stolen dance,0,4U97fO94vsHmSmCF7jk5cZ,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4
425,john mayer,"free fallin' - live at the nokia theatre, los angeles, ca - december 2007",0,4LloVtxNZpeh7q7xdi1DQc,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,4
426,gardiner sisters,i was made for loving you / please don't say you love me,0,3LJP7nKoTYlE8ZRsOdxFFX,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480,4
427,ryan montbleau,fast car (feat. tall heights),0,79ms40oOzof3LMyrrXDXtJ,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4
428,i'm with her,send my love (to your new lover) - live,0,0dGjfWSQNYuF7e6dYv9yrs,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4
429,nelly furtado,crazy - radio 1 live lounge session,0,0Zc71YCZdGl933InVbjEbn,0.676,0.708,4,-9.412,1,0.0419,0.806,0.0112,0.183,0.885,135.695,176093,4
430,gardiner sisters,drag me down/as long as you love me,0,2YIQa8910IbEuqkUHmUoua,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
431,the staves,jolene - live,0,1z5caKH6SJoofqTGVy17HY,0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,142653,4
432,gardiner sisters,home/dirty paws,0,0Fqee2fFR57uDmrHQ5389d,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027,4
433,boyce avenue,we can't stop (feat. bea miller),0,6owKuyHxUqidcAA6fPKSyy,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
434,first aid kit,perfect places - live from bbc radio 2,0,2hUyNUvpSlNBmYKCUNCLu5,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107,4
435,rosie carney,k.,0,6vG1pcmNGdG6Vu62I9nLGL,0.587,0.616,5,-14.234,1,0.0486,0.246,0.162,0.079,0.473,108.838,266240,4
436,megan davies,"see you again, love me like you do, sugar - acoustic mashup",0,29Ns3avs48iQhNQgrHMEkm,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147,4
437,lucius,eventually,0,5sARnmnLI23AAeIbW6OUlq,0.395,0.166,2,-15.476,1,0.0532,0.902,1.52e-06,0.0816,0.507,175.26,167080,4
438,sarah jarosz,when doves cry - recorded at spotify studios nyc,0,4LLTqpc4ywNrx89seBQi3w,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3
439,gardiner sisters,my love / hotline bling,0,7xMUIwRAxSwCjqOk4T5YAz,0.439,0.756,2,-7.028,1,0.0381,0.212,0.0,0.122,0.443,123.745,174573,4
440,megan davies,still got time / there's nothing holdin' me back,0,4doLaFDzKbLE6RvMapEpuY,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4
441,anna elizabeth laube,xo,0,0oa6d6Nz5BmP7jquxEoyMm,0.355,0.761,11,-6.309,1,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,4
442,madilyn bailey,despacito,0,4vxA3aI7l73i0Hi819OQhH,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4
443,the mayries,black beatles - acoustic,0,7tOwlsbz3lmbEjxmury4qZ,0.812,0.735,6,-10.911,0,0.118,0.0776,0.184,0.0891,0.496,119.811,237640,4
444,james tw,u remind me - recorded at spotify studios nyc,0,22wMOOsQVIKkoVAILL5ruw,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,214640,4
445,taylor swift,september - recorded at the tracking room nashville,0,5eGX87IiKsGuzS3iw4CfCX,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
446,fitz and the tantrums,let me love you - recorded at spotify studios nyc,0,1Ue0oCRGIs4ARyg3ucMmRJ,0.689,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,268867,4
447,megan davies,"love yourself, out of the woods, roses - acoustic mashup",0,1rNuKbtlRfq7DBeLBSzrmz,0.576,0.188,9,-18.755,1,0.0949,0.842,5.28e-05,0.229,0.322,77.461,155453,4
448,x ambassadors,american oxygen,0,6r64PMqq9VxnT0Xr3439uH,0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.832,171.402,187110,4
449,anthem lights,can't stop the feeling / this is what you came for,0,5QBsxRm92KS9oUJHAHhkax,0.664,0.552,9,-7.723,1,0.0264,0.746,0.00963,0.0838,0.287,112.52,286880,4
450,landon austin,"i took a pill in ibiza, youth (acoustic mashup) [feat. taylor leigh]",0,1LqLiOS2pby65qbMpvKdUh,0.784,0.459,0,-10.446,1,0.0304,0.763,1.29e-06,0.0684,0.931,106.958,200147,4
451,megan davies,want to want me - acoustic cover,0,5DK6YlsH7zI54P6bi2NYvS,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,124001,4
452,james vincent mcmorrow,"wicked game - live at killkenny arts festival, ireland/2011",0,4aCkYwVrMbaXJkHzatneeh,0.681,0.312,6,-16.173,0,0.0452,0.816,0.000619,0.0935,0.789,128.094,171853,4
453,gavin james,city of stars,0,4izE25w6PfpI4eRmzUmeEH,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
454,megan davies,take me to church (acoustic cover) feat. matt wright,0,2iNnrc56yZP4jBBLkPc5bx,0.502,0.4,7,-13.697,0,0.0294,0.856,0.000375,0.333,0.435,127.182,227706,4
455,obadiah parker,hey ya - solo version,0,6QeLUyIfNHCJhEMSPGwDgi,0.611,0.381,10,-15.462,1,0.0347,0.872,0.698,0.102,0.706,115.148,154547,4
456,the mayries,girls just wanna have fun - acoustic,0,7rohDMzsbmSmol7sIZs0Px,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133,4
457,landon austin,what do you mean / where are ü now (acoustic mashup) [feat. kaya may],0,2p0SmPbFXRfJAU9EYqaNX4,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4
458,emily hackett,stayin out all night/habits (acoustic mashup),0,6xqv27i0DSpJCmihGd7q17,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
459,jess delgado,why georgia (rawsession) [in the style of john mayer] - single,0,1ZyNC4ePk2gAtRWBNVmd6B,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
460,kishi bashi,this must be the place (naive melody) [by talking heads],0,7nSomK5Wrh8KWUCJbluEgo,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4
461,megan davies,sign of the times [acoustic cover] - acoustic,0,3IuZkOwna8fITHHJaEZMBm,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4
462,gardiner sisters,taylor swift 1989 medley,0,6IOkSh1Kn5nv4QiotxLnYn,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
463,landon austin,hide away - acoustic version,0,2iDPknofcV8fhDd3YzpIM8,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
464,joanna wang,wild world - acoustic version,0,0ZWSpn7UgqAp4exbKEUD5g,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040,4
465,savannah outen,out of the woods (acoustic) [feat. jake coco],0,2CD3cq9dPUIk38b79Hd0o3,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
466,alt-j,dancing in the moonlight (it's caught me in its spotlight) - recorded at spotify studios nyc,0,2fpfApt0LZiOWybYfRVXTB,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4
467,cam,palace - cover,0,3gkqjWvOpWpFQYX5AzqrY3,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4
468,tom speight,"stand by me - recorded at rak studios, london",0,4GhFz9YVbihQJlq5pFFPgD,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247267,3
469,sam smith,latch - acoustic,0,1dOQwrGmaSWotCvZwD9CK3,0.83,0.495,6,-6.939,1,0.052,0.0984,0.0,0.0906,0.633,127.965,185282,4
470,james tw,when you love someone - acoustic,0,6668ZaUUXqZ25Tb0DMr2HO,0.695,0.884,0,-6.279,1,0.131,0.117,0.0,0.104,0.854,74.992,243487,4
471,john mayer,slow dancing in a burning room - acoustic,0,3PSMcb1gU5A8DveqU2K4z2,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
472,james bay,wild love - acoustic,0,4zDQS1OCghoOKkjw6hf2qT,0.812,0.748,5,-5.959,0,0.139,0.00397,0.0,0.174,0.158,132.035,162733,4
473,george ogilvie,foreign hands,0,0XKWjAqbWePqtCwFM2P46P,0.659,0.734,10,-4.008,1,0.046,0.0526,2.48e-06,0.242,0.346,161.971,157461,4
474,mako,smoke filled room - acoustic session,0,0ncp94ULTBgS0U3GZD80AC,0.716,0.766,9,-4.133,1,0.173,0.219,0.0,0.244,0.739,160.1,170998,4
475,jp cooper,september song - guitar acoustic,0,7bMkcxifc4EjIQKw49EC7h,0.723,0.687,11,-4.632,0,0.2,0.0255,0.000207,0.124,0.777,173.75,188440,4
476,ed sheeran,castle on the hill - acoustic,0,5X6TnKT37TaSDkFm0598Uo,0.736,0.905,4,-1.49,0,0.0567,0.0749,0.000117,0.12,0.611,93.013,185744,4
477,dermot kennedy,after rain,0,5fQa04cwDF11Giq5N2tGdU,0.777,0.546,7,-9.504,1,0.207,0.425,0.0,0.0809,0.952,147.173,208800,4
478,ray lamontagne,such a simple thing,0,4PuUa8e5s7P3Zv1IdCGIsa,0.84,0.789,1,-4.695,0,0.0949,0.102,0.0,0.309,0.619,92.018,211438,4
479,charlie cunningham,you sigh,0,38vsMOGABG97FQGRN2Yc4z,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,202853,4
480,dean lewis,chemicals - acoustic,0,6VwJchlkgjGbjU1SMyvwBN,0.825,0.481,2,-8.6,1,0.0396,0.0797,0.0,0.239,0.761,121.046,198387,4
481,juke ross,morning breeze,0,7iM7I3dbNQGC5xkxJMWwrv,0.682,0.751,8,-5.812,0,0.0675,0.235,0.0,0.11,0.708,129.937,224413,4
482,ed sheeran,happier - acoustic,0,5V4bpWpfNyOHQwk4e3tm1P,0.703,0.617,7,-8.732,1,0.0731,0.108,5.61e-05,0.271,0.435,123.159,133120,4
483,jones,melt (acoustic version),0,7svRaRGkcE0ldgivpPRlVp,0.493,0.825,8,-4.056,1,0.0798,0.0079,0.0,0.129,0.621,99.866,215004,4
484,vance joy,lay it on me - acoustic,0,0ikmhbH2wPx0iFayhraSWp,0.704,0.771,2,-4.713,1,0.0495,0.0086,0.0,0.108,0.416,120.002,161093,4
485,barns courtney,little boy,0,1vkdwNTgBAzWFApCVYX9ER,0.494,0.729,2,-4.934,1,0.161,0.133,0.0,0.143,0.421,78.833,204453,4
486,dua lipa,new rules - acoustic,0,4XyJpz0qMW12jJ37VR9C9r,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
487,bishop briggs,dream - acoustic,0,67l1tytshju3Ily8uIAVKH,0.631,0.771,1,-5.78,1,0.0517,0.628,3.65e-05,0.0946,0.466,100.931,202574,4
488,hozier,"take me to church - live from spotify, london",0,6d0wEqM0jJTNv1asKflGGi,0.853,0.715,7,-6.177,1,0.0762,0.565,0.0106,0.0716,0.844,92.377,167823,4
489,dean lewis,waves - acoustic,0,78wMD0pLwum3Xmm76VMQel,0.8,0.837,7,-4.488,1,0.0991,0.0652,4.74e-05,0.0699,0.813,105.026,241136,4
490,astrid s,paper thin - live from studio,0,761fzY3KnNefVSx3CQikr7,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,4
491,donovan woods,another way,0,6xU24c00m15ZxjFqmVs0hN,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
492,syml,where's my love,0,1B62o4CbdL9ckGvwsz2cgn,0.585,0.977,1,-3.57,1,0.0615,0.622,0.0,0.328,0.801,138.264,232880,4
493,amy shark,adore - piano unplugged,0,5FkvhzOAw3WzWNNc1Tr9nJ,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,203173,4
494,sia,elastic heart - live from the village,0,0wHRZwbNWH2TcSBIhyMT1i,0.542,0.714,2,-8.045,1,0.028,0.00487,0.298,0.334,0.76,124.26,212893,4
495,hailee steinfeld,most girls - acoustic,0,6MH1oRsRfQc2ZCco3ic7Mx,0.748,0.835,7,-5.731,1,0.0351,0.0854,1.97e-06,0.0365,0.896,142.942,212000,4
496,lewis watson,little light - acoustic version,0,6PRotAx0lUWP0bHBr6jm42,0.565,0.778,1,-7.07,1,0.0586,0.426,0.0135,0.263,0.815,105.807,287893,4
497,lissie,best days - acoustic,0,38sCPCcv3QjWl0NslC5KtW,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,301427,3
498,john mayer,love on the weekend,0,0oiCeOPwm4zhwfyIpAE37y,0.573,0.426,0,-14.448,1,0.0349,0.602,0.0,0.393,0.724,98.719,186707,4
499,this wild life,catie rae,0,0fctnQhalww3PGBVutf3MO,0.57,0.301,7,-13.846,1,0.0518,0.908,0.574,0.123,0.431,118.337,193800,4
500,julia michaels,issues - acoustic,0,4TqiKcUUvK7y6x6JG5NpJX,0.454,0.257,2,-7.446,1,0.0363,0.916,8.06e-05,0.208,0.464,80.43,195480,3
501,harry styles,"girl crush - recorded at metropolis studios, london",0,4YutJsNwBBInE8vemufpQ8,0.376,0.374,9,-11.923,1,0.0408,0.587,0.0,0.214,0.867,182.719,129400,4
502,john smith,save my life - radio edit,0,2s5QYW4Ls3GsxWKhEKGraJ,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,182067,4
503,justin nozuka,no place in mind,0,6aLXdejatAntk099XoXIvs,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,4
504,sabrina claudio,tell me - acoustic,0,0an8pwAsISvMA9ZIbAmeW7,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
505,matt maeson,cringe - stripped,0,1FCwkiooaMCY8YpQdSJ0Gc,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4
506,jamie lawson,can't see straight - acoustic,0,68xnGmup4wL7Ie4vhy5SOs,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4
507,noah kahan,young blood - acoustic,0,6QPqf4WqwZkxM68bGipzvP,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467,4
508,shawn mendes,don't be a fool - mtv unplugged,0,2xnrvYaSepdVbgRTemCnLJ,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,4
509,lauv,the other (stripped),0,0rts18TGD4pTof2lHalFAA,0.412,0.59,11,-12.277,1,0.0701,0.255,0.0325,0.177,0.653,85.824,208667,4
510,jaws of love.,love me like i'm gone.,0,31LfED0sULRSPZ7Ru8Cu96,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
511,kelvin jones,call you home,0,13fKofkr63VqPpBCwv5D1j,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4
512,nicole zefanya,anaheim,0,0JhILyKbyQnhAo6FHSSIRA,0.436,0.375,6,-13.856,1,0.0284,0.165,0.0,0.294,0.49,107.386,184880,4
513,john adams,"for me, for her, for you",0,5UrA0T59GYnBLWErNlkMRB,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4
